Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
37.0,Male,Germany,Munich,3.1,6.0,17.4,3.2,46.1,1.0,5.0,62.8,6.0,52.6,3.7,8.0,5.0,1.0,20.7,,3.0,352.25,1945.0,0,Q3
33.0,Female,Canada,Montreal,2.3,11.0,33.4,10.1,40.9,3.0,15.0,77.65,35.0,25.9,3.6,10.4,10.0,6.0,25.4,26.2,2.0,1303.88,2550.0,0,Q1
26.0,Male,Canada,Ottawa,4.8,17.0,40.7,12.4,44.9,11.0,28.6,186.2,19.0,92.28,0.2,26.5,3.0,3.0,40.5,,3.0,4368.95,1058.0,0,Q4
48.0,Female,Germany,Munich,9.9,9.0,29.0,6.0,47.1,1.0,14.0,111.1,35.0,48.1,5.0,27.8,7.0,4.0,75.4,15.5,1.0,1691.77,1020.0,0,Q1
40.0,Female,Australia,Melbourne,0.9,11.0,28.5,11.2,59.8,1.0,12.0,95.49,21.0,26.5,2.9,24.6,3.0,0.0,33.5,20.1,,1191.53,2113.0,0,Q2
30.0,Male,USA,New York,3.3,16.0,29.5,6.7,71.5,4.0,7.0,70.06,14.0,51.1,,26.9,4.0,1.0,30.5,5.6,1.0,403.73,2879.0,0,Q2
39.0,Female,Germany,Frankfurt,4.1,4.0,17.8,2.4,56.3,1.0,11.0,93.66,17.0,30.6,4.2,0.0,8.0,0.0,27.4,17.6,2.0,928.21,1422.0,0,Q1
45.0,Male,Canada,Montreal,5.4,19.0,35.5,13.3,42.9,5.0,22.1,172.73,24.0,56.52,4.5,27.8,1.0,5.0,35.6,30.3,2.0,2986.84,,0,Q4
41.0,Male,France,Paris,1.5,0.0,12.6,5.3,82.5,4.0,6.0,125.72,21.0,76.6,1.2,12.0,4.0,1.0,13.3,5.2,4.0,785.24,1190.0,0,Q3
35.0,Male,USA,Los Angeles,2.3,6.0,34.1,7.2,68.2,8.0,13.0,107.57,32.0,17.3,5.3,12.4,2.0,3.0,42.2,18.8,3.0,1571.39,,0,Q1
38.0,Female,UK,Leeds,1.9,9.0,25.0,6.8,70.8,3.0,8.0,111.77,6.0,60.9,8.3,17.4,7.0,2.0,27.6,12.3,2.0,1043.24,2029.0,0,Q3
34.0,Female,France,Nice,9.1,12.0,20.3,4.4,63.9,5.0,16.0,113.85,29.0,11.5,14.2,28.5,3.0,2.0,34.5,,2.0,2175.75,0.0,0,Q1
68.0,Male,Japan,Osaka,3.0,2.0,15.2,7.7,81.3,3.0,6.5,103.48,,50.16,16.0,21.3,12.0,1.0,28.7,1.4,4.0,512.92,1435.0,0,Q4
44.0,Female,Canada,Calgary,7.9,6.0,13.6,9.9,49.4,4.0,23.4,198.87,50.0,29.64,19.2,17.8,5.0,2.0,0.0,26.9,3.0,3001.07,0.0,0,Q4
29.0,Female,France,Toulouse,3.4,25.0,41.5,15.5,10.6,,27.3,81.3,49.0,14.64,3.2,35.4,4.0,4.0,,43.5,3.0,1853.23,4338.0,0,Q4
59.0,Female,UK,Birmingham,1.1,14.0,23.5,7.6,61.4,4.0,12.0,64.14,67.0,6.6,11.6,14.1,7.0,1.0,,17.5,4.0,913.59,1137.0,0,Q1
43.0,Male,USA,Los Angeles,1.3,11.0,23.5,10.7,39.3,11.0,12.0,101.85,,9.2,4.2,25.2,7.0,4.0,,,2.0,1380.52,526.0,0,Q1
33.0,Female,Australia,Perth,3.8,7.0,21.5,3.8,69.7,2.0,13.0,82.59,9.0,16.4,7.0,13.9,4.0,1.0,15.3,11.2,1.0,1019.96,902.0,0,Q1
36.0,Female,Canada,Montreal,3.8,24.0,33.7,12.9,51.2,7.0,16.0,106.38,24.0,14.8,4.3,46.4,5.0,4.0,59.7,26.4,3.0,1528.92,2027.0,0,Q2
56.0,Male,USA,Chicago,4.3,21.0,36.6,8.8,64.4,11.0,12.0,128.7,3.0,10.2,3.4,36.3,2.0,5.0,23.9,27.3,2.0,1359.78,,0,Q2
46.0,Male,Japan,Osaka,1.4,16.0,13.8,3.8,59.9,1.0,6.5,99.26,10.0,,,19.1,4.0,1.0,0.0,10.6,2.0,498.33,64.0,0,Q4
40.0,Female,Canada,Calgary,5.5,0.0,14.7,8.1,67.1,4.0,5.0,92.49,3.0,27.9,10.5,12.6,3.0,0.0,,11.4,1.0,441.37,698.0,0,Q3
35.0,Female,USA,Los Angeles,2.6,9.0,17.7,5.2,58.7,4.0,16.0,120.49,8.0,74.5,4.8,12.9,4.0,2.0,37.3,9.5,1.0,2100.49,,0,Q3
58.0,Male,UK,Birmingham,3.0,0.0,,7.8,66.5,3.0,10.4,72.61,22.0,37.68,0.3,19.6,10.0,4.0,36.7,21.9,2.0,542.96,470.0,0,Q4
52.0,Female,USA,Los Angeles,2.5,13.0,19.9,,43.4,1.0,8.0,147.48,4.0,26.7,2.2,24.5,6.0,4.0,15.7,12.7,2.0,1031.11,838.0,0,Q1
35.0,Female,Australia,Adelaide,1.9,0.0,22.6,5.8,52.1,0.0,10.4,140.18,7.0,76.44,4.7,3.6,11.0,3.0,44.8,17.1,3.0,1103.54,939.0,0,Q4
31.0,Other,USA,Los Angeles,2.8,21.0,54.3,10.8,42.2,14.0,27.3,117.58,73.0,15.12,9.0,50.4,4.0,6.0,53.1,28.0,3.0,2409.81,,0,Q4
39.0,Female,USA,Los Angeles,0.4,17.0,21.3,7.3,58.9,1.0,11.0,154.15,3.0,,1.2,14.1,5.0,3.0,17.7,21.8,2.0,1897.97,2245.0,0,Q3
47.0,Female,USA,Phoenix,6.1,7.0,26.8,10.5,52.2,5.0,12.0,122.91,16.0,45.3,9.9,35.9,10.0,4.0,20.2,30.2,2.0,1517.13,1460.0,0,Q2
25.0,Male,UK,Leeds,0.7,8.0,17.9,2.1,67.9,2.0,5.0,127.29,19.0,,3.2,0.0,6.0,1.0,,2.5,3.0,515.44,0.0,0,Q3
46.0,Male,USA,Houston,3.5,10.0,21.1,8.9,79.9,,9.0,141.69,8.0,33.7,0.2,20.4,6.0,0.0,6.8,13.8,3.0,1291.86,387.0,0,Q2
45.0,Male,Canada,Ottawa,3.2,13.0,37.4,12.4,78.1,,12.0,104.72,28.0,42.1,2.9,20.2,5.0,1.0,32.9,22.4,1.0,1012.95,1880.0,0,Q1
42.0,Male,USA,Phoenix,2.0,9.0,31.8,9.4,65.5,4.0,17.0,74.09,52.0,,2.8,,4.0,,22.4,19.4,3.0,1374.92,2245.0,0,Q3
51.0,Female,Germany,Hamburg,8.5,15.0,19.0,6.1,60.1,6.0,9.0,96.57,33.0,72.5,6.4,10.5,4.0,2.0,21.6,,2.0,788.46,2018.0,0,Q1
37.0,Male,France,Paris,0.5,20.0,52.2,12.5,23.0,6.0,28.6,84.28,39.0,,0.3,32.5,4.0,5.0,50.3,37.3,3.0,1624.49,2990.0,0,Q4
44.0,Female,France,Lyon,10.0,6.0,20.4,7.5,66.2,,9.0,114.64,1.0,54.9,9.8,12.0,6.0,1.0,5.1,20.3,5.0,965.87,1556.0,0,Q1
54.0,Female,USA,Houston,3.5,13.0,42.7,7.7,44.2,7.0,24.7,70.68,12.0,,,49.5,2.0,6.0,51.8,32.3,1.0,1412.63,1744.0,0,Q4
45.0,Male,India,Mumbai,3.5,4.0,19.8,5.6,57.3,,10.0,136.56,2.0,66.5,4.1,0.0,4.0,0.0,13.8,6.8,5.0,1602.08,,0,Q1
37.0,Male,UK,Glasgow,3.9,6.0,12.8,1.8,49.1,0.0,6.0,75.79,22.0,42.3,12.1,20.5,9.0,1.0,,12.8,2.0,415.7,0.0,0,Q3
57.0,Female,Germany,Cologne,3.3,13.0,27.5,12.6,42.3,6.0,14.0,78.07,29.0,41.6,6.4,24.8,3.0,6.0,,27.6,5.0,1200.52,1849.0,0,Q2
23.0,Female,USA,Chicago,3.6,6.0,22.1,12.2,52.3,0.0,16.0,75.23,40.0,34.0,10.2,12.5,5.0,1.0,64.8,20.7,5.0,1039.21,1953.0,0,Q1
38.0,Male,UK,Birmingham,3.8,18.0,35.1,9.2,55.6,4.0,12.0,66.44,6.0,31.5,6.7,11.0,7.0,3.0,33.5,26.4,2.0,721.91,2880.0,0,Q2
39.0,Female,UK,Glasgow,0.7,5.0,16.5,7.0,69.3,,7.0,92.94,37.0,12.8,8.5,,8.0,1.0,16.2,13.2,3.0,587.97,992.0,0,Q3
18.0,Female,Canada,Montreal,6.0,4.0,17.1,9.8,78.5,3.0,5.0,178.29,14.0,44.9,8.6,15.0,10.0,5.0,21.4,10.8,2.0,852.04,429.0,0,Q2
41.0,Female,USA,Los Angeles,2.6,12.0,44.9,10.2,14.5,,16.0,92.23,16.0,41.0,6.5,28.1,2.0,2.0,50.0,24.1,1.0,1695.23,2046.0,0,Q2
41.0,Male,USA,New York,7.5,9.0,30.0,9.0,62.7,5.0,12.0,288.02,38.0,15.1,2.6,,5.0,4.0,36.0,24.0,4.0,3402.11,1880.0,0,Q3
28.0,Female,Germany,Hamburg,1.5,3.0,14.3,5.7,79.2,1.0,5.0,58.41,16.0,35.6,6.6,0.0,12.0,0.0,12.7,6.3,2.0,253.78,0.0,0,Q3
58.0,Female,UK,Manchester,0.2647085995810193,11.0,20.5,5.0,67.9,3.0,59.0,114.64,45.0,37.6,80.68696096486184,9.6,7.0,2.0,24.3,22.6,4.0,958.44,1391.0,0,Q3
33.0,Female,France,Paris,1.8,16.0,28.5,12.4,53.8,6.0,18.0,132.89,20.0,33.1,2.0,9.5,3.0,,,27.9,2.0,2794.47,2995.0,0,Q1
36.0,Other,USA,New York,6.0,20.0,25.0,11.7,36.0,9.0,16.900000000000002,138.74,6.0,51.24,4.1,34.8,5.0,3.0,63.9,23.8,3.0,1549.6,1224.0,0,Q4
42.0,Female,Germany,Munich,4.3,18.0,42.0,14.6,34.6,,15.0,63.87,15.0,24.2,1.8,20.9,5.0,4.0,48.1,28.0,2.0,985.27,1387.0,0,Q3
40.0,Male,USA,Houston,5.8,6.0,39.2,10.0,72.3,6.0,13.0,104.36,3.0,23.7,14.2,29.3,4.0,5.0,,23.5,2.0,1387.89,1058.0,0,Q3
38.0,Female,USA,Los Angeles,3.2,2.0,15.1,4.2,76.2,4.0,12.0,84.81,50.0,52.9,4.1,12.2,3.0,5.0,0.0,8.3,1.0,1166.13,2106.0,0,Q2
43.0,Female,Canada,Vancouver,1.6,22.0,32.2,9.1,45.8,3.0,17.0,136.68,20.0,18.4,10.4,8.2,,,,26.5,3.0,2154.79,,0,Q1
37.0,Female,UK,Manchester,3.8,5.0,,6.9,65.7,6.0,11.0,116.28,4.0,11.0,3.3,13.2,6.0,2.0,44.9,10.5,2.0,1467.85,2910.0,0,Q1
28.0,Male,USA,Los Angeles,0.6,20.0,42.5,12.4,45.4,3.0,15.0,96.84,24.0,12.0,2.7,36.9,7.0,4.0,51.1,15.2,2.0,1608.18,2191.0,0,Q3
34.0,Female,India,Delhi,4.3,6.0,13.5,5.1,58.0,1.0,5.0,85.79,19.0,53.4,0.6,7.1,8.0,0.0,11.0,8.7,3.0,358.37,901.0,0,Q3
41.0,Female,Germany,Frankfurt,3.3,12.0,30.6,7.6,39.1,3.0,10.0,131.31,125.0,47.1,8.6,23.7,6.0,2.0,,,3.0,1339.35,534.0,0,Q1
37.0,Female,Germany,Munich,1.5,20.0,39.0,11.8,46.7,7.0,24.7,163.98,14.0,82.2,4.5,23.1,1.0,5.0,21.1,18.9,2.0,2941.63,,0,Q4
30.0,Female,UK,London,2.9,4.0,30.2,7.6,57.8,2.0,8.0,92.89,34.0,5.8,0.2,5.5,9.0,0.0,37.3,19.9,2.0,741.06,633.0,0,Q1
35.0,Male,Australia,Melbourne,3.0,13.0,23.0,12.1,50.4,4.0,10.0,103.01,14.0,,0.9,21.9,7.0,2.0,29.4,14.8,1.0,898.32,2793.0,0,Q1
46.0,Male,UK,Glasgow,4.1,7.0,25.0,5.0,73.4,4.0,11.0,145.37,14.0,10.8,5.0,25.3,7.0,3.0,39.9,10.8,3.0,1382.04,2368.0,0,Q3
44.0,Male,India,Hyderabad,10.0,9.0,25.1,12.1,39.2,,17.0,76.57,8.0,62.7,13.2,47.1,3.0,4.0,30.8,27.8,,1280.48,,0,Q1
32.0,Female,USA,New York,2.2,10.0,22.4,9.0,62.6,4.0,14.3,140.68,25.0,62.4,,4.4,8.0,4.0,1.7,,2.0,1707.6,1452.0,0,Q4
53.0,Male,Canada,Vancouver,1.2,21.0,39.6,11.0,41.7,7.0,14.0,90.45,127.0,35.3,7.2,24.9,6.0,5.0,54.0,36.0,4.0,1321.21,2028.0,0,Q2
48.0,Female,Australia,Brisbane,0.4,17.0,31.4,8.7,47.2,8.0,13.0,58.92,12.0,50.5,0.5,29.0,2.0,1.0,,20.7,2.0,917.62,2575.0,0,Q1
25.0,Male,Canada,Montreal,2.2,23.0,48.0,15.0,54.0,10.0,20.0,64.69,9.0,,11.9,11.1,6.0,4.0,53.7,39.3,1.0,1240.73,2198.0,0,Q2
,Male,USA,Phoenix,1.6,22.0,36.5,11.9,35.6,13.0,20.0,171.22,19.0,74.6,2.1,33.5,4.0,7.0,60.8,19.7,3.0,3294.63,2615.0,0,Q2
41.0,Male,France,Marseille,4.5,15.0,21.1,8.5,57.3,4.0,7.0,124.91,40.0,43.4,8.4,20.6,5.0,2.0,46.0,8.1,1.0,888.55,2840.0,0,Q1
49.0,Female,USA,Chicago,1.1,18.0,34.9,13.1,53.3,,13.0,65.49,0.0,27.8,0.6,38.1,5.0,6.0,43.8,20.3,2.0,732.77,1096.0,0,Q3
28.0,Female,USA,Phoenix,2.3,3.0,12.2,6.0,60.3,1.0,5.0,91.23,11.0,80.8,6.6,11.9,7.0,0.0,17.2,12.6,1.0,526.95,2498.0,0,Q2
45.0,Female,UK,Birmingham,4.4,21.0,38.5,11.8,52.1,11.0,18.0,90.34,53.0,28.5,5.0,34.6,5.0,6.0,39.2,31.1,,1859.5,,0,Q2
54.0,Male,USA,Los Angeles,2.4,6.0,35.2,11.0,55.4,5.0,16.0,129.8,43.0,44.1,6.9,8.7,5.0,4.0,29.1,19.4,2.0,2231.89,5400.0,0,Q2
23.0,Female,Japan,Tokyo,3.0,10.0,25.8,10.0,43.9,,11.0,84.24,8.0,41.2,5.5,17.0,3.0,4.0,,25.7,1.0,852.69,1817.0,0,Q3
42.0,Male,Australia,Adelaide,0.6,7.0,29.1,12.5,51.2,7.0,18.0,66.21,72.0,46.4,3.4,37.6,3.0,4.0,43.2,20.2,2.0,1318.26,3185.0,0,Q1
32.0,Male,Canada,Ottawa,1.6,4.0,21.2,4.0,62.8,0.0,6.0,106.67,4.0,44.3,5.6,8.2,9.0,3.0,11.8,16.8,4.0,763.39,1025.0,0,Q1
43.0,Female,Canada,Calgary,1.1,21.0,51.1,14.9,43.6,7.0,28.6,82.83,29.0,74.52,3.5,53.2,4.0,3.0,,37.2,3.0,1626.1,5267.0,0,Q4
29.0,Female,Canada,Toronto,2.1,18.0,35.3,,55.7,7.0,14.0,116.42,4.0,68.4,18.2,45.2,2.0,4.0,51.1,27.8,2.0,1740.26,4710.0,0,Q2
29.0,Male,Canada,Calgary,1.5,14.0,44.7,11.0,59.1,3.0,13.0,156.55,14.0,69.2,6.3,21.2,0.0,8.0,61.5,28.4,3.0,2376.41,3230.0,0,Q2
32.0,Female,USA,Houston,0.7,17.0,28.0,10.6,53.2,4.0,14.3,103.28,,90.48,5.2,36.1,0.0,5.0,42.7,37.3,5.0,1252.19,1400.0,0,Q4
40.0,Female,USA,Los Angeles,2.3,20.0,38.6,11.3,55.1,5.0,26.0,140.7,10.0,66.47999999999999,17.1,15.9,4.0,4.0,38.6,21.5,1.0,3239.75,3290.0,0,Q4
55.0,Male,USA,Houston,0.1,9.0,22.4,11.2,50.0,6.0,14.0,54.51,5.0,61.8,4.7,9.8,5.0,1.0,14.0,21.9,2.0,795.37,1417.0,0,Q1
31.0,Female,UK,Manchester,0.6,14.0,24.1,9.1,68.5,,10.4,91.16,3.0,30.6,1.3,19.7,2.0,2.0,9.1,25.8,2.0,776.51,2833.0,0,Q4
29.0,Male,USA,Houston,3.0,14.0,29.4,13.1,62.9,,13.0,188.22,143.0,59.3,1.8,17.9,5.0,5.0,38.3,24.5,2.0,2690.5,760.0,0,Q2
50.0,Female,USA,Houston,5.6,28.0,60.6,16.9,11.1,9.0,40.3,130.76,42.0,,,68.9,0.0,6.0,,,1.0,3591.7,6450.0,0,Q4
52.0,Male,USA,New York,4.3,13.0,45.7,13.1,32.3,,22.1,57.49,31.0,34.08,1.9,31.3,2.0,5.0,37.7,35.1,,1141.21,1949.0,0,Q4
61.0,Male,Australia,Brisbane,4.0,0.0,23.9,8.2,76.6,2.0,9.1,112.32,50.0,70.32,4.9,10.9,7.0,1.0,15.7,15.2,2.0,754.54,,0,Q4
45.0,Female,Germany,Munich,3.9,19.0,31.8,,50.0,9.0,15.0,110.87,2.0,38.4,3.7,23.8,10.0,5.0,25.1,20.7,2.0,1713.46,2149.0,0,Q3
36.0,Male,Germany,Cologne,2.1,16.0,33.8,12.1,36.8,9.0,23.4,59.89,24.0,10.44,6.3,21.5,9.0,3.0,59.7,12.3,3.0,1169.56,2148.0,0,Q4
64.0,Male,USA,Phoenix,2.1,4.0,25.8,10.9,52.1,3.0,9.0,164.65,24.0,26.5,,,6.0,0.0,24.6,13.7,2.0,1427.1,,0,Q1
23.0,Female,UK,Leeds,3.0,12.0,25.0,4.3,43.5,2.0,7.0,115.32,5.0,63.5,4.0,13.2,6.0,6.0,39.9,14.3,2.0,822.81,2076.0,0,Q3
50.0,Female,USA,Los Angeles,3.3,12.0,41.9,11.5,28.0,,24.7,135.53,43.0,,5.0,49.5,3.0,6.0,54.8,42.9,2.0,3054.64,4268.0,0,Q4
51.0,Male,India,Delhi,1.6,6.0,20.1,6.6,60.8,,19.5,107.7,44.0,107.28,5.4,0.0,12.0,4.0,37.2,,1.0,1480.79,1697.0,0,Q4
35.0,Male,USA,Los Angeles,3.6,23.0,35.5,16.8,20.3,4.0,20.0,201.88,16.0,49.9,5.0,40.2,5.0,5.0,38.4,27.0,5.0,4440.84,4468.0,0,Q2
36.0,Male,USA,New York,8.3,22.0,34.5,12.3,48.7,5.0,15.0,103.56,111.0,37.7,3.3,22.6,2.0,0.0,,26.2,1.0,1674.08,2780.0,0,Q3
30.0,Male,Canada,Montreal,6.5,18.0,25.7,8.6,55.3,5.0,9.0,124.78,20.0,25.6,14.7,31.3,8.0,1.0,10.9,16.8,2.0,1104.99,,0,Q1
38.0,Male,Canada,Toronto,2.4,9.0,19.3,8.5,50.9,3.0,9.0,286.43,16.0,77.2,5.0,,4.0,2.0,20.3,23.0,1.0,2429.08,1994.0,0,Q3
35.0,Male,USA,Houston,0.6,7.0,13.5,7.7,68.9,2.0,6.5,223.29,3.0,34.32,11.3,9.4,8.0,2.0,28.6,20.2,1.0,1155.48,2914.0,0,Q4
48.0,Male,UK,London,6.5,17.0,36.9,12.8,49.3,3.0,19.0,213.4,1.0,26.1,9.3,19.5,4.0,4.0,58.5,37.2,3.0,4435.7,3807.0,0,Q2
,Male,USA,Houston,5.1,8.0,34.0,9.2,30.9,2.0,10.0,95.17,10.0,55.0,9.4,18.5,4.0,0.0,50.2,37.3,3.0,1060.09,2643.0,0,Q3
29.0,Male,Germany,Frankfurt,0.8,0.0,12.8,1.0,64.4,1.0,5.2,166.1,0.0,45.0,6.1,2.6,7.0,3.0,17.9,7.4,2.0,718.58,0.0,0,Q4
23.0,Female,USA,Phoenix,0.3,24.0,42.3,16.7,24.2,8.0,19.0,215.85,2.0,33.5,13.2,46.1,3.0,7.0,73.5,35.4,3.0,4280.98,3713.0,0,Q2
25.0,Male,Canada,Toronto,1.3,17.0,37.9,16.7,33.3,2.0,15.0,116.52,42.0,33.6,7.3,47.1,4.0,,62.5,27.7,2.0,1996.93,,0,Q1
,Female,UK,Birmingham,1.0,2.0,23.2,7.5,58.0,,9.0,126.29,11.0,18.0,0.2,0.0,2.0,2.0,15.3,12.3,,1090.84,2102.0,0,Q3
38.0,Male,Canada,Toronto,1.5,22.0,35.0,12.7,35.6,,15.0,145.24,,30.7,13.7,30.5,5.0,5.0,31.1,23.4,2.0,2010.65,,0,Q2
18.0,Male,India,Hyderabad,4.3,22.0,43.2,13.0,46.1,6.0,26.0,168.45,19.0,95.4,9.8,28.2,1.0,5.0,59.0,24.8,3.0,2774.91,4357.0,0,Q4
30.0,Female,India,Hyderabad,5.6,18.0,14.7,4.9,58.7,1.0,13.0,115.46,,,13.2,6.2,10.0,2.0,31.4,15.7,1.0,1019.71,830.0,0,Q4
29.0,Female,USA,New York,0.4,9.0,25.2,,50.7,3.0,5.0,102.2,4.0,20.5,0.5,6.4,7.0,2.0,20.4,13.3,5.0,473.13,1806.0,0,Q1
49.0,Female,USA,Los Angeles,2.0,13.0,19.7,9.5,60.5,4.0,11.0,112.98,46.0,17.7,4.1,14.2,6.0,5.0,24.1,18.7,1.0,1126.45,2968.0,0,Q3
56.0,Female,USA,Los Angeles,4.6,18.0,30.6,14.6,41.7,4.0,15.0,134.96,28.0,30.1,1.6,18.3,3.0,7.0,48.0,33.0,3.0,1901.71,1483.0,0,Q1
47.0,Female,USA,Houston,1.0,10.0,33.2,14.5,78.3,6.0,14.0,158.18,18.0,77.9,4.2,33.5,3.0,5.0,,30.3,2.0,2652.23,2526.0,0,Q1
35.0,Male,Canada,Toronto,1.7,11.0,26.1,8.7,52.5,6.0,18.2,84.9,2.0,20.64,4.9,49.4,7.0,,49.2,23.2,5.0,1024.97,,0,Q4
27.0,Female,Germany,Munich,2.1,18.0,37.5,11.2,30.4,9.0,19.0,81.09,5.0,79.7,4.3,44.1,2.0,4.0,38.0,32.2,1.0,1818.53,591.0,0,Q2
39.0,Male,Japan,Yokohama,2.9,7.0,24.8,8.5,66.0,1.0,13.0,91.61,0.0,43.3,,32.8,4.0,1.0,40.9,20.1,1.0,1131.15,3793.0,0,Q3
42.0,Female,USA,Chicago,4.3,12.0,15.1,7.0,57.4,4.0,8.0,137.6,28.0,26.3,10.8,16.1,10.0,0.0,0.0,15.3,2.0,895.55,3143.0,0,Q2
28.0,Male,USA,Houston,0.5,5.0,22.2,8.5,68.9,1.0,13.0,90.87,36.0,36.8,5.2,27.0,6.0,,4.5,16.8,4.0,1176.35,964.0,0,Q1
43.0,Female,Canada,Montreal,2.5,6.0,25.7,9.4,50.1,5.0,14.0,136.45,52.0,,,11.9,3.0,2.0,31.5,16.5,3.0,1706.86,,0,Q2
25.0,Female,USA,Chicago,2.8,9.0,28.0,10.2,56.6,2.0,10.0,175.43,1.0,68.1,1.5,37.2,11.0,10.0,36.9,15.2,1.0,1817.68,1850.0,0,Q2
40.0,Other,Germany,Cologne,0.4,16.0,27.4,6.2,67.2,,10.0,206.42,5.0,55.2,13.8,7.3,4.0,1.0,12.1,18.1,3.0,1705.69,3539.0,0,Q2
45.0,Female,Canada,Vancouver,3.2,9.0,,6.2,66.3,3.0,12.0,42.91,45.0,45.4,0.9,12.7,11.0,2.0,42.7,10.7,,507.28,759.0,0,Q3
43.0,Male,India,Hyderabad,4.9,4.0,12.5,6.4,80.3,4.0,10.4,64.43,3.0,58.8,1.8,17.0,5.0,3.0,13.2,9.0,2.0,563.43,645.0,0,Q4
34.0,Male,India,Hyderabad,2.6,22.0,43.3,13.7,53.4,5.0,25.0,109.1,9.0,77.1,,35.1,4.0,4.0,59.4,34.8,2.0,3089.95,3619.0,0,Q3
33.0,Female,Canada,Ottawa,3.3,7.0,28.5,,36.7,,10.0,107.62,5.0,41.4,1.6,24.1,1.0,2.0,,22.8,2.0,983.93,3929.0,0,Q3
32.0,Other,USA,Phoenix,0.9,10.0,26.1,8.4,51.0,2.0,9.0,86.15,2.0,49.6,0.3,13.4,3.0,3.0,52.2,16.7,1.0,887.95,3458.0,0,Q1
21.0,Male,USA,Houston,3.4,20.0,33.9,,53.3,11.0,17.0,68.22,11.0,47.7,0.6,42.3,5.0,2.0,45.0,36.8,4.0,1089.8,3085.0,0,Q2
42.0,Female,Australia,Sydney,4.8,1.0,23.0,1.6,72.2,1.0,15.0,128.29,10.0,,4.8,,5.0,1.0,0.0,11.0,3.0,2236.33,2288.0,0,Q3
21.0,Male,USA,Houston,1.0,0.0,13.2,6.2,69.8,3.0,11.7,98.09,20.0,88.08,1.0,0.0,4.0,0.0,,11.3,1.0,734.35,1657.0,0,Q4
44.0,Male,France,Nice,3.9,20.0,34.9,9.5,61.5,7.0,10.0,55.31,73.0,38.9,6.7,42.7,9.0,3.0,9.5,,2.0,465.39,4003.0,0,Q2
54.0,Male,France,Lyon,1.7,12.0,21.9,6.4,65.3,3.0,7.0,122.6,30.0,73.8,10.7,17.8,5.0,0.0,3.9,7.0,3.0,934.5,339.0,0,Q2
61.0,Female,UK,Manchester,3.5,30.0,44.2,21.8,34.4,7.0,25.0,84.91,12.0,43.3,8.0,35.4,2.0,7.0,75.4,40.0,3.0,2385.07,5213.0,0,Q2
45.0,Female,USA,Los Angeles,4.7,19.0,46.1,10.7,38.1,8.0,19.0,91.72,54.0,30.5,0.2,37.5,8.0,2.0,58.8,35.6,1.0,1511.85,2403.0,0,Q2
42.0,Male,USA,Chicago,1.4,11.0,26.0,7.6,54.3,6.0,9.0,65.47,9.0,13.1,19.9,33.8,5.0,3.0,32.5,,3.0,576.36,0.0,0,Q3
25.0,Female,UK,Glasgow,3.5,17.0,,5.8,70.5,4.0,9.0,104.59,29.0,29.5,5.6,28.3,4.0,0.0,31.0,17.7,3.0,1051.91,0.0,0,Q2
18.0,Female,France,Marseille,1.4,0.0,21.2,4.6,66.8,0.0,12.0,102.75,16.0,,5.3,1.8,7.0,2.0,0.0,13.4,2.0,1331.85,0.0,0,Q2
46.0,Male,Australia,Adelaide,1.2,9.0,18.3,4.3,63.4,1.0,9.1,88.08,15.0,46.92,3.1,14.2,6.0,4.0,51.9,12.4,1.0,637.26,1586.0,0,Q4
42.0,Female,Canada,Toronto,2.5,10.0,31.0,6.7,41.1,6.0,10.0,127.93,43.0,72.3,1.0,4.8,3.0,3.0,23.0,11.9,4.0,1278.11,2339.0,0,Q3
,Female,Japan,Tokyo,6.5,26.0,45.3,,27.3,7.0,26.0,128.98,47.0,35.16,4.8,43.3,5.0,2.0,56.5,33.9,3.0,2834.09,3077.0,0,Q4
44.0,Female,Canada,Vancouver,1.3,13.0,,10.1,65.6,6.0,11.0,99.41,43.0,60.7,13.3,21.9,8.0,1.0,18.3,19.6,4.0,1081.6,1173.0,0,Q2
37.0,Female,UK,Birmingham,4.7,8.0,26.7,6.0,72.0,1.0,14.3,96.43,0.0,16.68,3.8,22.7,3.0,7.0,24.2,18.0,2.0,926.46,1060.0,0,Q4
51.0,Male,USA,Houston,3.8,30.0,41.2,15.7,32.4,7.0,19.0,139.48,14.0,54.6,3.9,36.5,5.0,7.0,55.9,30.0,1.0,2906.35,3357.0,0,Q1
44.0,Female,USA,Phoenix,4.8,0.0,17.3,11.3,46.6,2.0,13.0,137.08,23.0,39.2,2.2,16.4,3.0,3.0,19.2,,3.0,1637.5,351.0,0,Q2
44.0,Male,Canada,Calgary,2.5,20.0,34.5,12.5,56.7,4.0,16.0,138.56,7.0,51.7,4.1,50.7,4.0,5.0,56.3,31.8,3.0,2645.26,1942.0,0,Q3
18.0,Female,France,Marseille,2.0,17.0,29.5,11.3,49.4,6.0,16.900000000000002,144.28,3.0,45.72,3.4,31.2,3.0,1.0,29.9,22.3,1.0,1667.26,3439.0,0,Q4
